card_id	card_type	entity_id	title	summary	evidence	threshold	method	core	taxon	module	relation_type	score	observed_status	source_tables	source_taxon	target_node
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_011055585_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_011055585.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_011055585.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_011055585.1 with score 0.871; shared cores 2; cosine 0.820.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.871467100858718	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_011055585.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_012960805_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_012960805.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_012960805.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_012960805.1 with score 0.750; shared cores 2; cosine 0.527.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.750320387218501	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_012960805.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_013215285_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_013215285.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_013215285.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_013215285.1 with score 0.808; shared cores 2; cosine 0.649.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.808346600360112	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_013215285.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_013390475_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_013390475.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_013390475.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_013390475.1 with score 0.781; shared cores 2; cosine 0.590.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.781310598014265	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_013390475.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_013911135_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_013911135.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_013911135.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_013911135.1 with score 0.836; shared cores 2; cosine 0.718.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.836329397627441	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_013911135.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_014384505_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_014384505.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_014384505.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_014384505.1 with score 0.753; shared cores 2; cosine 0.532.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.752592151141106	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_014384505.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_016276965_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_016276965.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_016276965.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_016276965.1 with score 0.773; shared cores 2; cosine 0.572.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.772743335158069	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_016276965.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_016777225_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_016777225.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_016777225.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_016777225.1 with score 0.743; shared cores 2; cosine 0.514.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.743497419734988	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_016777225.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_016838795_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_016838795.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_016838795.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_016838795.1 with score 0.774; shared cores 2; cosine 0.574.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.774072740893749	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_016838795.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_016838825_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_016838825.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_016838825.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_016838825.1 with score 0.758; shared cores 2; cosine 0.541.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.757652513058497	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_016838825.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_016838845_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_016838845.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_016838845.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_016838845.1 with score 0.866; shared cores 2; cosine 0.803.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.865936152609331	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_016838845.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_017854145_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_017854145.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_017854145.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_017854145.1 with score 0.741; shared cores 2; cosine 0.509.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.740703799416832	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_017854145.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_905182815_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_905182815.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_905182815.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_905182815.1 with score 0.767; shared cores 2; cosine 0.559.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.766576609315333	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_905182815.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_905478185_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_905478185.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_905478185.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_905478185.1 with score 0.744; shared cores 2; cosine 0.515.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.74404676086284	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_905478185.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_905480095_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_905480095.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_905480095.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_905480095.1 with score 0.748; shared cores 2; cosine 0.523.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.748348286814906	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_905480095.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCA_905612295_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCA_905612295.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCA_905612295.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCA_905612295.1 with score 0.747; shared cores 2; cosine 0.520.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.746736857597072	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCA_905612295.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_GCF_012276695_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__GCF_012276695.1	Predicted taxon_taxon link S__3300024353_52 -> S__GCF_012276695.1	Predicted taxon-taxon link between S__3300024353_52 and S__GCF_012276695.1 with score 0.780; shared cores 2; cosine 0.587.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.780047239034337	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__GCF_012276695.1
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_IMGVR_UViG_3300009443_000008	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__IMGVR_UViG_3300009443_000008	Predicted taxon_taxon link S__3300024353_52 -> S__IMGVR_UViG_3300009443_000008	Predicted taxon-taxon link between S__3300024353_52 and S__IMGVR_UViG_3300009443_000008 with score 0.752; shared cores 1; cosine 0.340.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.751657703381072	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__IMGVR_UViG_3300009443_000008
taxon_taxon_prev_5_mi_aracne_S_3300024353_52_S_TARA_SOC_NCLDV_00026	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024353_52::S__TARA_SOC_NCLDV_00026	Predicted taxon_taxon link S__3300024353_52 -> S__TARA_SOC_NCLDV_00026	Predicted taxon-taxon link between S__3300024353_52 and S__TARA_SOC_NCLDV_00026 with score 0.757; shared cores 2; cosine 0.541.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.757333448146195	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024353_52	S__TARA_SOC_NCLDV_00026
taxon_taxon_prev_5_mi_aracne_S_3300024431_33_S_GCA_004376075_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024431_33::S__GCA_004376075.1	Predicted taxon_taxon link S__3300024431_33 -> S__GCA_004376075.1	Predicted taxon-taxon link between S__3300024431_33 and S__GCA_004376075.1 with score 0.745; shared cores 2; cosine 0.516.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.744657548946973	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024431_33	S__GCA_004376075.1
taxon_taxon_prev_5_mi_aracne_S_3300024516_13_S_GCA_004376075_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024516_13::S__GCA_004376075.1	Predicted taxon_taxon link S__3300024516_13 -> S__GCA_004376075.1	Predicted taxon-taxon link between S__3300024516_13 and S__GCA_004376075.1 with score 0.752; shared cores 2; cosine 0.530.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.751689053337329	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024516_13	S__GCA_004376075.1
taxon_taxon_prev_5_mi_aracne_S_3300024516_18_S_GCA_015492195_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024516_18::S__GCA_015492195.1	Predicted taxon_taxon link S__3300024516_18 -> S__GCA_015492195.1	Predicted taxon-taxon link between S__3300024516_18 and S__GCA_015492195.1 with score 0.873; shared cores 2; cosine 0.825.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.8730323257026	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024516_18	S__GCA_015492195.1
taxon_taxon_prev_5_mi_aracne_S_3300024516_18_S_GCF_001682155_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024516_18::S__GCF_001682155.1	Predicted taxon_taxon link S__3300024516_18 -> S__GCF_001682155.1	Predicted taxon-taxon link between S__3300024516_18 and S__GCF_001682155.1 with score 0.878; shared cores 2; cosine 0.843.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.878410703378476	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024516_18	S__GCF_001682155.1
taxon_taxon_prev_5_mi_aracne_S_3300024516_26_S_GCA_015492195_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024516_26::S__GCA_015492195.1	Predicted taxon_taxon link S__3300024516_26 -> S__GCA_015492195.1	Predicted taxon-taxon link between S__3300024516_26 and S__GCA_015492195.1 with score 0.874; shared cores 2; cosine 0.827.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.873631242123382	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024516_26	S__GCA_015492195.1
taxon_taxon_prev_5_mi_aracne_S_3300024516_26_S_GCF_001682155_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300024516_26::S__GCF_001682155.1	Predicted taxon_taxon link S__3300024516_26 -> S__GCF_001682155.1	Predicted taxon-taxon link between S__3300024516_26 and S__GCF_001682155.1 with score 0.879; shared cores 2; cosine 0.844.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.878768137910912	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024516_26	S__GCF_001682155.1
taxon_taxon_prev_5_mi_aracne_S_3300025232_4_S_GCA_001510275_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300025232_4::S__GCA_001510275.1	Predicted taxon_taxon link S__3300025232_4 -> S__GCA_001510275.1	Predicted taxon-taxon link between S__3300025232_4 and S__GCA_001510275.1 with score 0.790; shared cores 2; cosine 0.879.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.789535326696485	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300025232_4	S__GCA_001510275.1
taxon_taxon_prev_5_mi_aracne_S_3300025232_4_S_GCA_001643535_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300025232_4::S__GCA_001643535.1	Predicted taxon_taxon link S__3300025232_4 -> S__GCA_001643535.1	Predicted taxon-taxon link between S__3300025232_4 and S__GCA_001643535.1 with score 0.769; shared cores 2; cosine 0.835.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.768907869703415	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300025232_4	S__GCA_001643535.1
taxon_taxon_prev_5_mi_aracne_S_3300025232_4_S_GCA_004376075_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300025232_4::S__GCA_004376075.1	Predicted taxon_taxon link S__3300025232_4 -> S__GCA_004376075.1	Predicted taxon-taxon link between S__3300025232_4 and S__GCA_004376075.1 with score 0.792; shared cores 1; cosine 0.424.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.792488641932949	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300025232_4	S__GCA_004376075.1
taxon_taxon_prev_5_mi_aracne_S_3300026253_28_S_GCA_004376075_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300026253_28::S__GCA_004376075.1	Predicted taxon_taxon link S__3300026253_28 -> S__GCA_004376075.1	Predicted taxon-taxon link between S__3300026253_28 and S__GCA_004376075.1 with score 0.747; shared cores 2; cosine 0.520.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.746679582959208	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300026253_28	S__GCA_004376075.1
taxon_taxon_prev_5_mi_aracne_S_3300027687_20_S_GCA_004376075_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300027687_20::S__GCA_004376075.1	Predicted taxon_taxon link S__3300027687_20 -> S__GCA_004376075.1	Predicted taxon-taxon link between S__3300027687_20 and S__GCA_004376075.1 with score 0.743; shared cores 2; cosine 0.514.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.743180296294982	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300027687_20	S__GCA_004376075.1
taxon_taxon_prev_5_mi_aracne_S_3300027791_27_S_GCA_015492195_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300027791_27::S__GCA_015492195.1	Predicted taxon_taxon link S__3300027791_27 -> S__GCA_015492195.1	Predicted taxon-taxon link between S__3300027791_27 and S__GCA_015492195.1 with score 0.855; shared cores 2; cosine 0.769.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.854600130415159	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300027791_27	S__GCA_015492195.1
taxon_taxon_prev_5_mi_aracne_S_3300027791_27_S_GCA_905478615_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300027791_27::S__GCA_905478615.1	Predicted taxon_taxon link S__3300027791_27 -> S__GCA_905478615.1	Predicted taxon-taxon link between S__3300027791_27 and S__GCA_905478615.1 with score 0.754; shared cores 3; cosine 0.996.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.754225769463494	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300027791_27	S__GCA_905478615.1
taxon_taxon_prev_5_mi_aracne_S_3300027791_27_S_GCF_001682155_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__3300027791_27::S__GCF_001682155.1	Predicted taxon_taxon link S__3300027791_27 -> S__GCF_001682155.1	Predicted taxon-taxon link between S__3300027791_27 and S__GCF_001682155.1 with score 0.863; shared cores 2; cosine 0.794.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.863013232509973	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300027791_27	S__GCF_001682155.1
taxon_taxon_prev_5_mi_aracne_S_GCA_001510275_1_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_5::mi_aracne::S__GCA_001510275.1::S__GCA_017368835.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_017368835.1 with score 0.759; shared cores 2; cosine 0.816.	Learned from calibrated latent similarity on prev_5/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_5	mi_aracne	""	""		taxon_taxon	0.759380711327817	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_017368835.1
